31935	2
26011	13
32952	30
39071	12
39449	1
2619	123
1375	37
2148	141
31412	2
17459	2
11047	329
29533	2
18759	2
27920	7
10477	247
14177	228
44394	284
11408	368
8217	226
27924	491
14636	62
45978	23
27613	17
29686	262
12325	13
13320	317
1732	170
36431	246
37234	388
414	116
35066	83
2737	78
2055	13
1109	150
36669	15
662	306
1304	26
2542	25
2482	18
35424	104
2231	536
14970	203
14452	96
8694	42
19604	17
25852	35
13182	124
34363	66
8892	36
12320	228
18828	251
35738	14
42471	42
48604	42
36094	7
9241	166
12685	80
23526	229
28226	57
7469	194
23926	243
13502	242
32907	53
18176	289
17067	20
8946	233
13877	169
13023	79
2646	14
887	45
14645	25
4332	80
38481	223
48863	74
50081	3
16665	12
26147	275
2300	1
1738	45
39857	29
33324	90
32028	1
25371	26
7517	51
27774	87
21802	9
32398	30
34234	34
12335	29
22586	54
44194	12
40367	1
443	65
32478	18
14172	41
46629	1
1129	1
3721	1
1551	252
2857	131
35042	8
8728	3
8215	71
14642	49
19351	14
2803	8
3100	457
44466	2
35669	168
906	240
8963	40
20537	220
8962	34
33613	63
18352	207
28488	35
10853	18
12955	65
20568	87
20254	19
1098	4
2091	190
1003	110
37852	29
953	61
2057	44
24002	126
16045	92
44768	11
1252	36
16875	135
19718	68
4165	117
3483	76
3037	172
2079	71
4583	13
1257	84
42052	1
870	323
28534	43
21139	4
15655	75
44036	3
9793	54
42450	96
417	36
44880	2
44118	39
31622	188
28628	57
20498	10
2114	7
3976	2
451	204
12292	74
35287	9
24806	209
27957	87
16792	99
17188	15
8211	47
9545	162
2713	141
24831	47
1424	220
22629	7
35822	126
2291	96
34698	139
8831	13
33744	62
24062	58
2620	148
15742	89
2452	115
27291	11
34761	24
2999	227
15033	5
2045	33
1520	9
22631	57
28270	23
22656	50
15327	9
31632	46
10705	47
14134	30
16464	237
9660	30
19971	134
8813	188
11699	32
38054	13
10640	139
49857	4
28536	124
15025	128
37742	19
28361	82
32188	16
9159	18
43624	5
2163	5
3017	107
14216	4
43235	51
25245	76
38154	3
49053	1
23390	134
764	23
2865	7
25467	95
10817	83
7878	9
23136	50
24966	50
37516	6
37340	34
28957	67
18526	58
31586	3
14683	32
25402	33
29771	26
28298	151
34445	71
18222	21
21642	3
28073	7
42142	1
3183	67
12419	11
15128	82
29651	18
37191	179
15127	19
2503	5
39227	19
41395	3
15348	216
36652	2
22278	21
21478	92
19452	3
1086	10
33247	7
12133	141
18175	76
16844	74
21739	12
33828	96
37223	8
651	263
2408	18
28342	16
23706	19
25050	32
16090	2
44343	3
27885	12
38483	194
21818	67
23740	22
42282	7
49637	46
46608	23
28482	59
10354	18
14787	75
510	160
29835	47
33876	4
13026	17
28068	57
17592	64
1435	86
13353	69
41840	171
8107	75
16244	19
24583	119
31962	52
2777	53
27967	22
958	14
2491	29
1226	27
23977	69
17246	9
50059	1
38361	24
11787	133
8092	5
39173	1
1290	7
38157	3
2450	11
1882	77
3567	7
25460	13
9567	42
33711	53
29065	23
24542	2
16716	7
14185	7
29055	5
31011	327
25878	64
28244	16
29636	140
8401	146
37897	9
31303	22
34770	73
16145	38
20535	60
25791	7
33792	3
17275	57
27628	78
27123	7
24647	4
10087	34
3462	173
36199	15
26763	228
18396	191
8146	57
8439	59
7443	64
33750	99
12134	22
14628	47
19140	5
32874	155
33328	22
23992	24
31792	63
9556	12
12399	33
8363	20
28430	69
25296	1
15427	250
3436	45
9914	91
23944	13
1448	145
20392	3
20137	4
34616	244
2571	24
456	8
15045	34
864	31
29861	174
12410	8
34552	46
18107	7
16627	74
30272	122
2356	47
1261	82
332	116
15156	28
28710	50
29931	27
41323	34
39583	23
14117	58
2424	47
889	202
20155	20
20159	39
2611	13
3122	10
1298	45
14696	20
7535	50
2817	41
17769	16
840	129
853	54
17223	7
36194	24
35199	7
43990	46
22071	38
15924	13
39153	50
27797	31
9148	92
11993	79
47374	34
10460	2
12400	1
36741	3
44929	14
16612	11
14429	4
3204	20
835	7
26263	39
1864	2
29111	1
32053	1
2656	22
25375	36
10702	198
31534	18
36937	10
3107	102
19595	17
2028	12
1401	10
1153	96
31581	116
16975	48
1167	99
20296	28
21708	13
37834	1
19789	8
33922	5
44512	10
1765	11
1682	24
2017	1
19348	8
24496	9
10333	49
16739	56
20769	57
33870	23
10089	13
14572	23
18642	216
20483	13
15512	5
24458	22
2171	64
20762	6
3293	116
16974	37
2535	171
9024	95
18329	330
28932	7
27958	33
9244	29
7546	214
7727	53
2288	30
18384	237
43557	26
1358	44
23615	13
26261	17
24921	19
15547	47
35796	7
22462	3
26767	11
44304	26
8221	140
1285	18
1742	14
18598	189
29146	8
1659	127
12403	11
12626	32
3500	145
1757	7
39132	51
1691	6
43129	10
1875	21
2184	61
2024	77
1246	86
14097	4
14128	56
17639	57
20697	8
32913	5
13587	38
41536	98
16051	1
10907	114
27772	2
14122	72
35944	11
16677	42
821	26
3738	1
6749	2
39325	15
44694	1
36763	2
29236	12
31268	1
41710	14
40431	51
10457	11
2312	25
26166	46
16733	7
27896	44
2226	25
30968	7
699	50
12397	14
21040	24
1728	107
43120	56
2801	174
30997	22
24888	19
25508	24
35212	61
11036	12
24290	18
20157	12
30641	2
424	26
35249	50
35915	20
24872	16
10474	37
2480	33
25003	1
23467	32
978	26
42429	3
14353	57
16591	3
1433	20
8417	26
7764	105
14505	5
25804	9
27960	218
44050	15
28795	35
8853	49
31453	80
20010	22
11834	27
15008	19
34197	26
11041	82
28365	9
965	45
3142	39
9079	36
17442	193
49727	1
14210	2
21420	8
19153	79
35267	10
14626	37
30961	5
37725	11
3449	3
21915	3
13966	54
38360	14
626	1
466	19
1790	17
8202	49
1602	11
2568	9
5801	2
7441	10
983	49
23695	7
27441	37
12665	16
34316	5
20754	18
27916	35
34766	76
31265	10
16852	24
13149	65
34045	1
13054	26
21503	18
23931	55
36123	31
472	28
186	3
11045	212
476	189
32445	49
13095	52
36291	18
32838	42
15418	126
43233	8
19673	21
7970	40
1955	82
23771	57
8999	135
24519	26
19483	9
27795	8
25959	8
29978	150
35824	27
23653	20
34501	34
30574	10
40915	13
22435	36
25960	52
15411	7
1722	60
615	19
1154	117
2115	19
30613	34
15654	118
10984	53
2338	56
13462	14
26463	69
23677	71
20004	7
13065	10
13581	61
3502	32
754	58
29860	21
19486	53
11844	7
23676	62
3463	22
8726	31
14407	1
22214	121
20556	1
15284	36
3035	118
40643	8
8998	60
48279	1
9994	27
16172	1
43612	1
33852	114
1135	47
43060	5
31436	51
16732	87
17429	27
12282	25
17617	7
30133	140
26003	110
25385	52
20767	91
13796	5
2537	4
2837	59
12660	2
43768	3
20807	9
24875	12
11392	2
17290	66
20941	1
2507	133
2451	3
33879	7
9580	1
16836	81
20787	8
37900	5
29942	82
19573	12
505	42
1917	1
3120	3
343	3
40863	1
29928	17
28525	38
3074	1
11039	179
26594	23
1062	20
7574	82
19504	4
37393	11
33624	227
24889	16
18349	79
18790	26
11107	23
15386	42
2847	92
3328	3
8139	3
33113	2
1054	18
20810	2
8535	89
8227	43
2343	15
1165	1
1305	7
2771	8
18261	4
360	60
22211	4
908	3
1289	18
15185	1
1127	1
1456	5
24249	1
14888	4
44517	5
26317	4
1459	55
2515	48
17090	1
530	68
31787	62
362	16
2570	12
50222	11
36547	4
35993	2
25915	69
27977	5
24864	2
25794	4
1463	14
2335	11
2786	29
31892	21
29154	5
20775	4
29834	52
19005	9
9211	9
35548	27
18263	1
17348	2
7597	5
27087	94
469	153
11048	159
582	20
20936	1
7552	13
1007	58
14919	4
1829	163
1404	2
2222	9
8473	3
8895	190
12401	72
2958	92
38044	10
23916	31
29403	1
3928	9
39560	1
3926	38
1926	54
1897	22
38505	7
3392	13
1741	59
39579	5
35560	2
38180	41
27320	36
34939	6
41135	1
25925	36
19497	9
21777	19
19567	12
7771	6
26170	2
17124	1
37336	93
2251	6
2359	19
25766	12
18380	54
7551	27
839	4
2397	167
2131	13
18571	15
28661	18
20141	14
40718	1
29983	2
24337	30
18595	3
9876	1
369	23
29220	1
42588	28
26585	17
43645	2
15605	94
2859	10
24467	69
31416	4
14461	83
16718	23
12111	123
25374	51
12344	14
340	44
19471	37
25379	41
2955	70
35961	64
28660	6
1337	5
938	4
3012	235
7700	14
1237	33
2446	96
1248	2
2653	1
30932	9
12507	19
30098	8
17572	32
7722	1
368	51
34395	2
43212	2
1816	6
1380	10
13301	52
15217	1
8234	24
8255	29
32678	5
8240	31
1547	50
2019	45
1809	10
3195	7
24459	3
23361	3
16357	11
9898	22
34760	19
1262	26
28142	13
39588	4
28045	1
12252	16
50354	183
10752	177
22565	47
464	25
16789	14
25141	5
35440	6
44998	1
34352	61
25139	55
25590	267
16906	18
32882	14
28039	33
809	35
34183	54
15891	34
31929	23
9673	6
16735	6
7510	12
24756	30
24628	58
10479	2
24554	66
34516	18
28006	10
28035	5
38925	164
8691	68
3356	7
9776	12
23927	24
29759	81
44053	4
13910	86
36390	4
34975	35
7547	7
12021	46
33839	27
7971	49
8887	31
44906	3
49623	1
33915	21
20367	4
1258	3
23981	6
45968	4
40062	11
25200	21
15293	18
22228	5
25891	12
39305	9
23991	8
14395	5
29023	13
16545	3
46206	2
18092	1
30788	2
37758	26
35940	5
25198	8
524	4
3067	7
7791	15
26492	77
32193	50
20539	16
11402	3
38668	2
27636	2
7673	14
36467	3
16587	16
32480	11
1906	34
1143	58
3045	31
32703	16
27372	3
25714	36
3481	11
2905	19
25627	12
35609	8
16565	31
13105	9
22666	7
34855	37
13747	3
36349	2
25454	2
33192	6
3837	1
12395	8
1580	3
2561	10
7874	46
14445	3
10654	46
25737	5
33692	32
39059	2
7488	35
2764	121
2432	16
2972	13
1574	9
13678	39
31839	6
26228	15
24154	9
25644	1
23520	18
897	16
27571	52
14351	3
28871	43
19359	3
19127	11
15690	1
20162	2
23728	360
9062	9
37231	2
19552	5
21662	12
8241	1
13905	1
18720	22
15332	17
19448	74
26435	1
1888	53
1826	19
12248	6
18582	22
12494	2
11726	77
2567	14
1868	27
34773	3
25705	1
35523	24
23606	100
47145	2
27113	15
24499	14
25985	5
26174	10
3578	38
44225	3
1136	2
12749	1
25741	1
10798	13
30580	21
33732	9
34365	8
17221	61
10538	7
659	7
2005	7
1125	1
2015	37
43748	2
21451	4
45017	1
920	41
2668	5
1880	9
23681	7
9671	33
34436	29
2919	23
16898	35
9488	16
30545	14
32009	72
1759	84
48842	17
24268	125
1114	19
2936	11
5688	3
23209	1
798	11
968	7
2054	42
28826	130
21579	27
9665	6
1815	86
20689	3
3379	125
43665	1
16779	1
1329	16
11734	14
15826	3
28980	92
2740	15
31432	95
29853	4
8188	17
9361	1
30477	13
25487	5
7640	22
17179	11
29814	2
25765	49
29618	65
41591	2
16515	6
24825	6
1444	25
45112	1
28333	6
44390	3
34807	3
23430	6
27497	7
8810	8
16111	15
37129	4
31725	4
7693	3
1376	65
32905	17
10988	20
8464	23
1775	4
31298	10
1369	8
1631	11
19967	59
30524	29
25164	90
25955	24
14026	16
20714	70
1312	75
48164	2
1980	28
20768	91
27308	7
21916	5
2950	4
23235	1
8160	13
24584	7
24559	214
21444	10
33706	14
32835	39
44198	3
20277	8
26566	4
37941	9
2134	3
1664	66
22852	2
35409	7
25618	35
16987	26
2284	58
36496	1
3316	2
26208	1
36501	3
28683	1
9353	14
10033	6
13337	22
22192	21
32509	1
1071	5
1287	5
22466	1
36294	6
10824	4
36168	30
2934	13
1956	8
29301	2
8465	20
44007	10
12026	3
787	12
5490	1
3843	7
3250	12
36446	2
11794	3
1176	2
26107	3
31245	58
23794	9
14867	4
9875	1
432	63
1037	1
36829	1
552	2
357	56
42981	1
2860	2
34578	13
21751	4
1848	35
1386	12
3929	1
349	6
2996	13
9553	1
15096	2
34612	1
20268	2
1618	2
35576	1
3442	1
1060	2
20896	46
30323	11
1735	3
13283	4
29738	3
15689	29
28181	59
1528	111
34099	1
22581	171
18742	4
44073	2
31262	14
47196	1
19271	2
3022	20
987	5
25453	17
12406	1
12498	118
11078	1
17383	15
1997	19
796	19
2918	25
1217	1
2330	13
2944	3
33805	81
37193	4
35392	1
32022	35
10749	12
15438	4
32565	1
35666	6
34548	1
2064	31
9421	5
29938	64
32525	18
7440	21
23844	33
35682	23
20271	15
9444	4
7532	17
7713	58
10736	130
1960	4
2908	22
38506	6
1832	19
2616	26
19017	2
24306	17
16761	241
31672	12
22575	2
682	6
13254	14
29628	2
31592	25
44801	20
19033	3
38522	36
8132	7
21814	1
15858	12
9066	3
49561	17
25129	2
23675	1
3280	3
13778	4
34542	25
22997	18
33568	1
35729	25
36776	32
27207	16
36195	3
38135	4
49959	34
2269	78
8960	8
15339	2
20069	17
22430	3
41297	8
12628	36
24725	2
36247	1
40137	12
10742	2
30859	6
1085	32
487	26
16507	97
44120	18
36412	19
44458	20
9715	119
24523	15
25509	18
24981	29
24313	15
2672	4
1660	7
14730	33
33857	33
13271	6
33721	24
9413	71
32138	18
22653	11
27517	12
29590	1
35600	3
44917	17
489	4
25197	1
43449	2
15282	3
27561	4
14884	22
2717	140
33722	13
13591	10
31703	74
35741	6
8089	15
24878	42
2376	20
14232	21
34272	9
36667	39
33878	37
47140	1
28021	19
3292	1
31763	1
3097	1
15565	74
7572	2
31884	2
19909	4
33289	16
28043	5
7542	28
22034	9
13066	14
42287	6
29449	71
20482	41
19372	37
30931	3
22646	8
48246	1
19670	43
28928	13
21006	15
2308	20
34265	34
24187	18
30883	22
25674	63
12285	15
30218	66
10624	1
1333	24
43762	17
25419	25
36784	5
33523	6
12337	27
22597	47
12882	15
33890	19
8769	32
15281	2
25697	53
44114	36
45111	2
26273	162
24316	40
24794	2
28022	5
9207	55
25251	1
7630	6
14982	19
34933	6
1773	11
1250	10
32906	1
9613	5
1308	23
8288	22
19692	2
33447	7
13474	6
2533	5
40948	1
18379	14
25624	2
37899	18
16901	19
24261	5
392	1
1396	3
29817	40
27791	40
17440	12
33144	57
42834	6
2540	4
688	22
41969	54
9778	5
31326	46
11727	194
43226	75
44582	25
18718	3
33788	4
33787	6
9199	41
9449	7
31098	5
19768	16
14467	1
12878	17
31480	4
27440	23
15012	28
35484	26
7581	9
28421	260
19601	4
14547	15
25311	7
624	56
32539	2
25134	49
15903	9
48380	8
39306	3
27401	2
26516	8
31474	10
330	51
20059	3
8710	19
39191	1
2940	1
28852	1
17435	17
1535	4
28461	23
9919	22
42579	1
13322	4
8426	16
18225	15
21906	16
10968	11
46196	4
10379	3
41577	18
12646	7
25150	120
31085	69
38479	133
14693	30
15363	26
35654	88
844	66
22880	37
4269	5
31042	46
3274	26
14166	16
13058	20
34742	103
7588	30
11579	8
13706	30
23914	52
17902	60
11328	17
31609	9
47292	111
7499	6
44237	28
1500	9
1548	65
29122	46
50836	24
34677	56
46835	90
14009	16
34747	8
17446	26
15555	11
2746	26
23988	3
1296	8
36646	14
2552	19
8797	43
44615	4
36961	11
38383	89
41170	9
41764	10
13499	17
21302	16
15625	56
27352	62
40635	25
7709	56
18391	183
8790	96
23870	79
35676	5
18818	23
19636	56
10789	104
34670	151
27917	42
24674	50
18894	65
13629	15
17554	51
30380	16
46741	23
40826	3
27568	2
39279	95
20281	5
21929	18
15382	7
15981	9
28319	59
24983	4
18623	79
1045	42
25132	39
3050	25
1405	5
24811	11
7550	66
37736	26
8868	68
37157	99
45813	18
25481	23
21192	79
15136	31
25130	5
32520	31
11976	7
40346	2
1152	90
32896	67
2275	18
10504	18
32033	1
10951	134
36863	12
45862	11
37953	51
24222	29
51235	41
38734	30
9283	91
37224	21
30059	64
23709	26
22738	39
38926	33
51171	60
13077	21
35663	12
1022	69
36271	44
21429	54
8067	2
22389	9
31578	1
28439	57
1096	20
877	5
8978	21
42254	24
24720	19
7860	1
2427	7
3057	10
14624	4
21110	26
37776	30
23626	127
44457	2
26010	13
21124	9
1929	20
1474	26
15716	20
22292	2
19138	56
2645	20
24829	9
10997	63
17239	22
44024	3
36165	3
18651	81
13116	48
42234	65
30457	121
28451	32
34743	26
10386	39
16781	77
46448	1
31440	33
11952	1
7689	266
32542	23
22637	33
25917	156
26212	3
11033	15
15952	2
2965	9
30554	7
33386	7
1207	36
22727	36
2770	14
9581	47
39880	12
18520	35
32818	23
16705	9
21115	10
25916	15
1394	1
13191	4
24623	2
35728	55
24803	22
19091	13
33272	16
44652	7
22571	5
36902	11
3890	2
29145	3
1239	16
37825	6
1860	6
27633	3
16220	2
541	1
1869	14
13217	1
331	22
2065	4
8407	95
19721	15
22099	12
3063	39
11855	1
792	18
16985	4
32563	48
22525	53
31851	22
26445	1
3185	19
2580	4
1842	37
1437	5
17951	22
28819	25
7820	79
22833	30
28810	5
34859	1
16050	9
23228	8
12334	18
38934	1
41712	33
11659	5
18608	30
2964	1
23979	74
30564	3
413	8
25457	26
43597	2
10336	13
35567	2
24525	24
17535	7
45852	2
23410	12
25368	3
16701	1
1088	10
3047	1
17410	2
3061	25
405	20
10915	22
47041	17
28940	69
43149	8
31390	12
2145	5
44321	23
18668	2
26841	4
17030	37
35494	5
23845	2
8808	9
33608	1
2683	3
2387	46
8392	5
2705	13
3072	9
24453	9
124	15
50249	9
33720	8
44746	12
41442	15
34301	5
21405	10
35938	7
16699	4
38691	18
22188	31
17362	11
34269	8
33024	19
29779	38
716	45
38742	2
23834	5
605	1
1709	3
14845	1
16317	7
45033	1
45021	1
45028	1
14059	54
42092	23
43559	8
22566	10
34120	1
26537	6
23440	19
27466	26
34138	1
8845	3
38062	16
28727	16
2429	22
24354	13
23241	7
40183	11
1591	1
18181	30
28459	20
25724	10
14364	59
2797	2
34513	29
19276	1
43018	15
18640	14
33874	31
979	6
32164	3
33912	22
33754	30
3300	44
39804	2
18641	1
2498	21
33740	9
30767	28
27191	10
9574	24
12037	209
2214	10
811	34
32836	2
7887	10
34037	1
17426	7
16980	11
11975	35
1507	28
41285	2
13160	26
41164	8
27663	22
3284	16
23473	5
29689	1
31000	68
41637	2
22156	15
29047	9
19247	17
490	34
2439	1
25293	12
16542	8
12870	17
20599	39
17791	1
45039	1
2349	18
10613	1
3528	1
32526	1
40589	9
39321	3
30310	1
33337	1
35146	43
47937	2
573	105
36544	1
21608	6
23124	2
1873	6
2034	49
24882	3
34959	2
26151	124
23218	2
34206	10
30301	75
24883	1
2378	58
23774	15
25143	16
16011	14
12009	2
26602	1
39663	1
465	15
22081	15
48003	1
690	17
1175	8
24043	15
26509	102
28367	1
2866	74
33293	7
41466	18
347	13
40905	12
14095	40
29432	14
23436	11
2594	5
2855	10
401	3
26160	3
32987	10
19417	27
24837	3
3148	61
16657	6
38458	11
884	17
3235	16
9908	12
18296	14
23496	7
17045	11
7935	18
10989	13
12451	7
32451	77
46772	1
1442	58
1145	31
35304	4
31821	72
32640	2
12619	16
7145	1
31664	6
24434	23
7655	14
33810	10
34635	3
3492	1
34741	1
13826	1
28539	6
33567	1
17750	1
11144	17
35296	1
988	2
1438	3
12959	2
4143	2
29013	125
18328	19
37350	5
27740	3
15345	4
33105	4
36151	4
36906	8
2589	3
1943	16
3325	11
41508	2
21502	2
8792	3
3054	2
2532	1
8870	2
3075	8
1806	13
23412	6
2750	15
13306	35
21130	5
3111	8
2232	5
40083	4
3286	5
578	13
763	7
12084	13
1241	3
34643	1
37316	5
23229	4
854	18
30312	24
2150	107
3387	25
24971	30
19761	4
348	3
3029	12
575	2
31226	1
36921	3
2655	17
3447	21
2748	14
24788	2
47269	8
20651	3
8979	6
1878	18
42079	11
2651	11
32844	14
444	26
27530	2
29523	1
35843	5
22649	10
31276	15
2831	19
4087	2
20594	58
7521	32
11489	3
32825	3
707	20
40502	13
1182	40
2495	2
22642	73
34203	30
31585	2
40482	1
1948	34
7950	5
28032	6
26125	1
21068	8
21829	1
33719	2
40567	4
2188	6
8824	59
33227	68
28528	27
15396	29
15539	3
3640	2
3104	1
1185	19
22752	20
15400	8
30452	1
1253	9
30696	2
47052	1
34333	54
10081	23
7866	10
24675	24
16604	12
18587	48
8638	3
2763	13
1794	38
32082	46
39577	6
50142	3
17259	3
740	11
15951	1
23433	7
25883	1
32115	2
10481	33
42861	8
8889	33
33242	4
1210	12
21685	5
24288	19
33760	1
33434	4
2951	8
2036	8
2836	12
9464	5
11639	5
12407	28
2180	36
703	15
11845	46
15945	114
32692	159
3311	32
37438	9
10943	3
35650	2
37997	3
12160	11
12883	25
13980	3
2933	11
10944	71
12178	31
1344	1
2977	18
13099	3
24267	124
12298	11
42516	3
18583	2
22592	20
25243	2
42618	3
2680	11
1023	10
9471	66
22455	36
1072	55
28757	7
45245	3
8712	2
865	7
7949	8
21108	79
3727	11
2769	8
20826	45
12623	38
32331	15
27437	28
26455	42
9229	3
12405	3
32011	143
12620	207
28229	13
32812	44
24510	4
30839	3
9036	12
23678	8
32771	57
14751	9
12408	4
13880	2
31778	13
33176	3
24425	8
2238	19
28208	13
15546	25
34174	26
10329	16
31264	26
21072	49
19501	5
18613	6
11707	1
14881	175
10955	11
10503	10
9245	29
3530	5
2512	2
3176	3
30297	18
32824	10
17744	7
27863	12
26692	2
26693	3
19794	9
680	7
10946	27
16644	8
19842	3
26210	30
37087	11
1206	24
3344	4
38357	8
40944	18
1914	2
351	2
684	29
40725	10
38359	7
11486	50
3009	6
30557	3
11629	17
32128	45
15616	3
39572	5
7802	3
31408	2
38439	10
8647	8
44560	4
10181	4
33841	8
34283	1
15723	21
23088	21
24730	1
9350	4
18485	15
14504	19
21200	26
1656	6
1550	4
22461	3
35839	8
7549	27
20985	7
7161	1
23908	32
24711	2
33925	10
14450	35
18451	4
18371	32
13069	54
19126	22
13219	5
8258	7
31744	30
2297	45
50171	51
1134	3
23934	3
25464	61
36086	8
3477	10
1403	9
44707	1
13726	1
20284	17
26161	14
27964	7
20258	18
2809	3
33984	8
34898	9
24915	15
44357	8
39902	8
33134	8
35353	10
12268	2
16261	46
20253	75
5163	16
3431	12
22423	7
27954	63
8229	45
26253	27
45830	1
18657	12
10198	32
47030	1
22467	13
28146	9
24795	12
35912	5
19693	13
