40889	295	1.94591014906
44022	82	3.295836866
10092	152	2.63905732962
2471	698	1.09861228867
9800	83	3.295836866
9561	126	2.83321334406
38208	118	2.94443897917
32528	35	4.15888308336
3015	2260	0.0
16920	18	4.8283137373
16271	25	4.49980967033
10528	28	4.38202663467
28193	21	4.67282883446
16868	53	3.73766961828
2572	1613	0.0
11437	11	5.32300997914
33886	195	2.3978952728
1200	1471	0.0
13812	83	3.295836866
17231	51	3.78418963392
3153	124	2.8903717579
2710	227	2.19722457734
2903	368	1.79175946923
16972	118	2.94443897917
2718	1409	0.0
43444	54	3.7135720667
38478	335	1.79175946923
2913	1096	0.69314718056
508	1337	0.0
32035	141	2.77258872224
46265	3	6.62671774925
744	457	1.38629436112
3455	392	1.60943791243
1838	55	3.7135720667
1944	176	2.48490664979
612	424	1.60943791243
3025	531	1.38629436112
13674	131	2.83321334406
36506	6	5.93224518745
21387	231	2.19722457734
28516	141	2.77258872224
13247	25	4.49980967033
713	481	1.38629436112
26416	6	5.93224518745
25634	346	1.79175946923
3429	61	3.61091791264
1715	616	1.09861228867
8775	18	4.8283137373
30081	243	2.19722457734
709	115	2.94443897917
24435	130	2.83321334406
596	2047	0.0
13703	154	2.63905732962
25312	102	3.09104245336
18366	250	2.19722457734
13894	561	1.38629436112
1330	711	1.09861228867
18318	182	2.48490664979
3082	98	3.13549421593
30267	16	4.94875989038
24041	40	4.02535169074
3043	738	1.09861228867
1259	1581	0.0
40526	96	3.13549421593
35251	73	3.43398720449
16276	3	6.62671774925
44870	44	3.93182563272
29696	45	3.91202300543
18412	16	4.94875989038
24040	79	3.33220451018
30165	23	4.58496747867
25958	51	3.78418963392
17428	10	5.42053499927
1730	177	2.48490664979
28654	11	5.32300997914
1190	281	2.07944154168
16970	14	5.08140436498
31677	110	2.99573227355
653	152	2.63905732962
657	895	0.69314718056
17998	99	3.09104245336
1788	597	1.09861228867
24115	55	3.7135720667
22771	62	3.58351893846
1004	746	1.09861228867
1985	1411	0.0
10097	4	6.3385940782
23542	416	1.60943791243
31308	140	2.77258872224
21413	956	0.69314718056
14124	20	4.72738781871
47818	7	5.77765232322
30055	48	3.85014760171
23840	159	2.63905732962
13482	103	3.04452243772
732	1870	0.0
1999	32	4.24849524205
3068	374	1.79175946923
24857	7	5.77765232322
37150	6	5.93224518745
36138	2	7.03174125876
1521	391	1.60943791243
43965	53	3.73766961828
19233	124	2.8903717579
9902	18	4.8283137373
34332	18	4.8283137373
27536	135	2.77258872224
12739	78	3.36729582999
33034	17	4.89034912822
16519	102	3.09104245336
2997	429	1.60943791243
2875	278	2.07944154168
1615	47	3.87120101091
46922	19	4.77912349311
12928	61	3.61091791264
44782	3	6.62671774925
27506	3	6.62671774925
3413	1	7.72533003792
25607	442	1.60943791243
24560	56	3.68887945411
35916	44	3.93182563272
2345	826	0.69314718056
3302	700	1.09861228867
597	154	2.63905732962
20818	396	1.60943791243
2500	735	1.09861228867
25694	52	3.76120011569
1949	29	4.35670882669
34802	220	2.30258509299
15820	26	4.46590811865
48825	11	5.32300997914
2690	150	2.7080502011
2625	379	1.60943791243
31446	237	2.19722457734
24488	775	0.69314718056
15544	187	2.48490664979
9092	90	3.21887582487
1269	212	2.30258509299
23873	129	2.83321334406
42150	19	4.77912349311
26014	124	2.8903717579
16684	91	3.17805383035
15648	643	1.09861228867
13589	37	4.11087386417
3383	652	1.09861228867
34828	18	4.8283137373
38480	312	1.94591014906
19172	14	5.08140436498
14205	102	3.09104245336
32491	28	4.38202663467
8994	775	0.69314718056
1555	136	2.77258872224
8805	109	2.99573227355
12385	450	1.60943791243
19450	41	4.00733318523
32185	5	6.11589212548
861	22	4.62497281328
1036	97	3.13549421593
3596	225	2.30258509299
3020	146	2.7080502011
1745	61	3.61091791264
572	46	3.89182029811
7680	656	1.09861228867
795	12	5.23644196283
29222	40	4.02535169074
32448	11	5.32300997914
18363	11	5.32300997914
21442	678	1.09861228867
20773	23	4.58496747867
457	1062	0.69314718056
16444	104	3.04452243772
24271	148	2.7080502011
11852	44	3.93182563272
7937	4	6.3385940782
37176	47	3.87120101091
1416	855	0.69314718056
1157	271	2.07944154168
29734	14	5.08140436498
34033	334	1.79175946923
34796	4	6.3385940782
1747	220	2.30258509299
29730	7	5.77765232322
29525	67	3.49650756147
23059	123	2.8903717579
38880	1	7.72533003792
18088	2	7.03174125876
24733	18	4.8283137373
16743	187	2.48490664979
30002	351	1.79175946923
8896	322	1.94591014906
42072	89	3.21887582487
30258	110	2.99573227355
15653	158	2.63905732962
15000	93	3.17805383035
9060	24	4.54329478227
26088	306	1.94591014906
25492	1	7.72533003792
33676	239	2.19722457734
35244	159	2.63905732962
42763	161	2.63905732962
38280	59	3.63758615973
8418	46	3.89182029811
1155	1100	0.69314718056
24685	165	2.56494935746
23142	73	3.43398720449
7448	157	2.63905732962
16506	8	5.64544689764
18345	49	3.82864139649
36248	8	5.64544689764
27799	28	4.38202663467
25079	116	2.94443897917
8223	4	6.3385940782
25722	87	3.25809653802
23075	1	7.72533003792
25166	1	7.72533003792
2299	16	4.94875989038
30073	40	4.02535169074
18016	11	5.32300997914
25159	40	4.02535169074
855	422	1.60943791243
27768	24	4.54329478227
2309	15	5.01727983681
876	68	3.49650756147
8866	10	5.42053499927
2508	37	4.11087386417
31225	192	2.3978952728
3175	3	6.62671774925
2587	101	3.09104245336
11858	21	4.67282883446
10609	63	3.55534806149
13253	9	5.52545293913
8007	18	4.8283137373
32861	155	2.63905732962
34364	197	2.3978952728
7612	28	4.38202663467
8169	11	5.32300997914
35216	3	6.62671774925
2872	50	3.80666248977
5172	2	7.03174125876
42472	46	3.89182029811
3844	63	3.55534806149
3835	50	3.80666248977
336	14	5.08140436498
2800	67	3.49650756147
7931	219	2.30258509299
926	275	2.07944154168
3103	574	1.09861228867
31704	53	3.73766961828
24188	52	3.76120011569
29953	85	3.25809653802
50090	1	7.72533003792
30066	298	1.94591014906
1604	78	3.36729582999
33687	64	3.55534806149
3318	278	2.07944154168
20219	21	4.67282883446
1374	478	1.38629436112
41151	42	3.97029191355
24310	409	1.60943791243
28952	203	2.3978952728
27976	60	3.61091791264
18375	41	4.00733318523
22534	38	4.07753744391
341	240	2.19722457734
2505	17	4.89034912822
24719	95	3.13549421593
10900	378	1.60943791243
8727	183	2.48490664979
8918	49	3.82864139649
